,root,category,branch,language,questionable,reflex,meaning,notes,expanded_notes,original_text
8461,*tu̯er-{1},full-grade e-present,Indic,ved.,false,tvárate,eilt,3,"3: ← *‘treibt sich an’, vgl. GOTŌ 169.",ved. (KS) tvárate ‘eilt’{3}
8462,*tu̯er-{1},full-grade e-present,Germanic,ae.,false,ðweran,rühren,,,"ae. ðweran ‘rühren’, ahd. dweran ‘aufrühren, aufwühlen’"
8463,*tu̯er-{1},full-grade e-present,Germanic,ahd.,false,dweran,"aufrühren, aufwühlen",,,"ae. ðweran ‘rühren’, ahd. dweran ‘aufrühren, aufwühlen’"
8464,*tu̯er-{1},zero-grade i̯é-present,Germanic,an.,false,þyrja,"schnell fahren, sausen",,,"an. þyrja ‘schnell fahren, sausen’"
8465,*tu̯erH-{1},full-grade i̯e-present,Baltic,lit.,false,tveriù,"fassen, ergreifen; umzäunen; ausharren",2,2: Kann auch Umbildung einer anderen Präsensbildung bzw. Neubildung sein.,"lit. tveriù, (tvérti) ‘fassen, ergreifen; umzäunen; ausharren’{2}"
8466,*tu̯erH-{1},full-grade i̯e-present,Baltic,lit.,false,tvérti,,,,"lit. tveriù, (tvérti) ‘fassen, ergreifen; umzäunen; ausharren’{2}"
8467,*tu̯erH-{1},éi̯e-causative–iterative,Slavic,aksl.,false,"tvorjǫ, tvoriti","schaffen, machen, tun",,,"aksl. (+) tvorjǫ, tvoriti ‘schaffen, machen, tun’"
8468,*tu̯erH-{1},essive,Baltic,lit.,false,turiù,"halten, haben",,,"lit. turiù, (turė́ti) ‘halten, haben’"
8469,*tu̯erH-{1},essive,Baltic,lit.,false,turė́ti,"halten, haben",,,"lit. turiù, (turė́ti) ‘halten, haben’"
8470,*tu̯erk̑-{1},amphidynamic root-present,Iranian,jav.,false,θβərəsaiti,"schnitzt, gestaltet",,,"[jav. θβərəsaiti ‘schnitzt, gestaltet’"
8471,*tu̯erk̑-{1},sigmatic aorist,Iranian,aav.,false,θβarōždūm,habt gestaltet,2,"2: Für *θβarə̄ždūm < *θu̯arždu̯am, vgl. BEEKES, Gramm. 34.",aav. θβarōždūm ‘habt gestaltet’{2}
8472,*tʰengʰ-{1},root aorist,Slavic,aksl.,false,-tęže,zog,,,[aksl. (+) -tęže ‘zog’
8473,*tʰengʰ-{1},acrodynamic root present,Tocharian,gr.,false,sie hemmen,,3,"3: Offenbar thematisiert mit R(ē), ‘hemmen’ vielleicht aus ‘schwer sein, an etw. ziehen (und so am Fortkommen hindern)’.",[toch.B ceṅkeṃ ‘sie hemmen’{3}
8474,*tʰengʰ-{1},zero-grade i̯é-present,Slavic,aksl.,,,"fordern, fragen",4,"4: Mit pro- ‘ausstrecken, spannen’, o- ‘umfassen’, Bedeutung des Simplex wohl aus ‘herausziehen’. Vielleicht Imperfektivneubildung zu -tęgnǫti.","aksl. (+) tęžǫ, (tęzati) ‘fordern, fragen’{4}"
8475,*tʰengʰ-{1},éi̯e-causative–iterative,Iranian,jav.,false,-θaṇjaiieiti,zieht,,,jav. -θaṇjaiieiti ‘zieht’
8476,*tʰengʰ-{1},éi̯e-causative–iterative,Slavic,rus.,anspannen,"túžit', false'",5,,,russ. (+) túžit' ‘anspannen’{5}
8477,*tʰengʰ-{1},s-aorist,Tocharian,toch.A,false,caṅkär,hemmten,,,toch.A caṅkär ‘hemmten’
8478,*tʰengʰ-{1},nasal present,Slavic,aksl.,false,+ -tęgnǫ,ziehen,6,"6: Neubildung zum thematischen Aorist, gegenüber russ. tjanút' mit analogisch restituiertem g.","aksl. (+) -tęgnǫ, (tęgnǫti) ‘ziehen’{6}"
8479,*tʰengʰ-{1},nasal present,Slavic,aksl.,false,(tęgnǫti),,,,"aksl. (+) -tęgnǫ, (tęgnǫti) ‘ziehen’{6}"
8480,*tʰengʰ-{1},se-present,Tocharian,toch.B,false,taṅkṣäṃ,hemmt,,,"toch.B taṅkṣäṃ, A täṅkäṣtär ‘hemmt’"
8481,*tʰengʰ-{1},se-present,Tocharian,A,false,täṅkäṣtär,hemmt,,,"toch.B taṅkṣäṃ, A täṅkäṣtär ‘hemmt’"
8482,*tʰengʰ-{1},perfect,Tocharian,toch.B Opt.,false,tañci,würde hemmen,7,"7: Setzt athem. Konj. I voraus, der normalerweise Perfekt fortsetzt; beim Optativ wäre aber auch Fortsetzung des Wurzelaorists möglich.",toch.B Opt. tañci ‘würde hemmen’{7}
8483,*tʰengʰ-{1},essive,Baltic,lit.,false,tìngiu,träge sein,,,"lit. tìngiu, tingė́ti ‘träge sein’"
8484,*tʰengʰ-{1},essive,Baltic,lit.,false,tingė́ti,träge sein,,,"lit. tìngiu, tingė́ti ‘träge sein’"
8485,*tʰengʰ-{1},essive,Slavic,aksl.,false,pri-tęžǫ,"erwerben, arbeiten",,,"aksl. (+) pri-tęžǫ, -tęžati ‘erwerben, arbeiten’"
8486,*tʰengʰ-{1},essive,Slavic,aksl.,false,-tęžati,"erwerben, arbeiten",,,"aksl. (+) pri-tęžǫ, -tęžati ‘erwerben, arbeiten’"
8487,*u̯ebʰ-{1},root aorist,Anatolian,lang.,false,wepta,webte,1a,1a,heth. wepta ‘webte’{1a}
8488,*u̯ebʰ-{1},nasal-infix present,Indic,ved.,false,unap,"binden, fesseln",,,"ved. unap, aumbhan ‘binden, fesseln’"
8489,*u̯ebʰ-{1},nasal-infix present,Indic,ved.,false,aumbhan,"binden, fesseln",,,"ved. unap, aumbhan ‘binden, fesseln’"
8490,*u̯ebʰ-{1},nasal-infix present,Greek,gr.,false,ὑφαίνω,webe,2,"2: Viell. eher denom. zu einem *ubʰ-n̥- (schwacher Stamm eines Heteroklitikons?); nicht zu ved. ubhnā́-, vgl. Anm. 6.",?[gr. ὑφαίνω ‘webe’{2}
8491,*u̯ebʰ-{1},full-grade e-present,Germanic,dea,false,weban,"weben, flechten",2a,2a,"ahd. (+) weban ‘weben, flechten’{2a}"
8492,*u̯ebʰ-{1},full-grade e-present,Tocharian,wpantär,weben,false,,,,?toch.A wpantär ‘weben’{3}
8493,*u̯ebʰ-{1},zero-grade i̯é-present,Iranian,unknown,false,ufiiā,besinge,4,"4: ← *‘(Lieder) weben’, BARTHOLOMAE 1346; mit sekundärem f statt †b nach VAdj. *ufta-.",[aav. ufiiā ‘besinge’{4}
8494,*u̯ebʰ-{1},éi̯e-causative–iterative,Iranian,ger.,false,w’f,weben,5,"5: Könnte miran. Ersatzbildung für ein anderes Präsens sein; f statt †b nach VAdj. *u̯afta-; vgl. np. bāf-, oss. waf-.",?sogd. (+) w’f- ‘weben’{5}
8495,*u̯ebʰ-{1},éi̯e-causative–iterative,Germanic,Old Norse,false,vefja,"umhüllen, umwickeln",,,"an. (+) vefja ‘umhüllen, umwickeln’"
8496,*u̯ebʰ-{1},nā-present,Indic,ved.,false,ubhnā́s,"bindest, fesselst",6,"6: Nach bedeutungsnahem sinā́- ‘binden’ neugebildet für älteres unábh- (s.o.), vgl. JOACHIM 49-50. Die verbreitete Gleichsetzung mit gr. ὑφαίνω ist daher kaum zu halten.","ved. ubhnā́s ‘bindest, fesselst’{6}"
8497,*u̯ebʰ-{1},perfect,Germanic,ahd.,false,wab,"webte, flocht",,,"ahd. (+) wab ‘webte, flocht’"
8498,*u̯ebʰ-{1},perfect,Tocharian,toch.B,false,wāpa,webte,7,"7: Dazu auch Konj. *wapa- in Inf. wāpatsi. Im Westtoch. ist das ā des Konj./Prät. verallgemeinert, ADAMS, DTB 586.",toch.B wāpa ‘webte’{7}
8499,*u̯ed-{1},nasal-infix present,Indic,ved.,false,unátti,befeuchtet,3,"3: Nasalpräsens mit faktitiver Bedeutung; intransitiv nur ví aunat RV 10,149,2, vielleicht durch Objektellipse.",ved. unátti ‘befeuchtet’{3}
8500,*u̯ed-{1},perfect,Indic,ved.,false,ví ūdur,haben überschwemmt,4,"4: Sekundär zum Präsens mit dessen faktitiver Bedeutung; KÜMMEL, Perfekt 129.",ved. (AV) ví ūdur ‘haben überschwemmt’{4}
8501,*u̯edʰ-{1},full-grade e-present,Celtic,air.,false,fedid,"führt, trägt, bringt",3,"3: Hierher auch präverbiertes air-com-fed- ‘hindern’ und fedan f. ‘Gespann’ usw., die in IEW unter 3.*u̯edʰ- aufgeführt sind, s.o. Anm. 2.","air. fedid ‘führt, trägt, bringt’{3}"
8502,*u̯edʰ-{1},full-grade e-present,Germanic,got.,false,ga-widan,verbinden,,,got. (+) ga-widan ‘verbinden’
8503,*u̯edʰ-{1},full-grade e-present,Baltic,lit.,false,vedù,"führen, heiraten (vom Mann)",,,"lit. vedù, (vèsti) ‘führen, heiraten (vom Mann)’"
8504,*u̯edʰ-{1},full-grade e-present,Baltic,lit.,false,vèsti,"führen, heiraten (vom Mann)",,,"lit. vedù, (vèsti) ‘führen, heiraten (vom Mann)’"
8505,*u̯edʰ-{1},full-grade e-present,Slavic,aksl.,false,vedǫ,führen,,,"aksl. (+) vedǫ, (vesti) ‘führen’"
8506,*u̯edʰ-{1},full-grade e-present,Slavic,aksl.,false,vesti,führen,,,"aksl. (+) vedǫ, (vesti) ‘führen’"
8507,*u̯edʰ-{1},sigmatic aorist,Celtic,air.,false,fess,"führen, bringen",,,"?air. Konj. fess- ‘führen, bringen’"
8508,*u̯edʰ-{1},sigmatic aorist,Slavic,aksl.,false,věsъ,führte,,,aksl. věsъ ‘führte’
8509,*u̯edʰ-{1},iterative,Anatolian,het.,false,u-watemi,schaffe herbei,3a,3a,heth. u-watemi ‘schaffe herbei’{3a}
8510,*u̯edʰ-{1},iterative,Iranian,jav.,false,vāδaiieiti,führt,,,jav. vāδaiieiti ‘führt’
8511,*u̯edʰ-{1},iterative,Baltic,lit.,false,vadaũ,führen,,,"[lit. vadaũ, vadýti ‘führen’"
8512,*u̯edʰ-{1},iterative,Baltic,lit.,false,vadýti,führen,,,"[lit. vadaũ, vadýti ‘führen’"
8513,*u̯edʰ-{1},iterative,Slavic,No reflex or note markers mentioned for the given information. ,,,,,,"aksl. (+) voždǫ, voditi ‘führen’"
8514,*u̯edʰ-{1},iterative,Slavic,language,questionable,reflex,meaning,notes,notes,"aksl. (+) voždǫ, voditi ‘führen’"
8515,*u̯edʰ-{1},iterative,Slavic,aksl.,false,voždǫ,führen,,,"aksl. (+) voždǫ, voditi ‘führen’"
8516,*u̯edʰ-{1},iterative,Slavic,aksl.,false,voditi,führen,,,"aksl. (+) voždǫ, voditi ‘führen’"
8517,*u̯edʰ-{1},perfect,Germanic,got.,false,ga-waþ,verband,,,got. (+) ga-waþ ‘verband’
8518,*u̯edʰ-{1},perfect,Celtic,air.,false,*-fíd,führte,4,"4: Belegt Perfekt 3s :ru-id, 3p :fidetar; *u̯ēd- umgebildet aus *u̯e-u̯d-.",air. *-fíd ‘führte’{4}
8519,*u̯edʰh₁-{1},root aorist,Indic,ved.,false,ávadhit,"hat geschlagen, hat erschlagen",2,"2: Suppl. Aorist zu hánti ‘schlägt’; zum is. -Aorist umgedeutet, daneben auch thematisierter Optativ vadheyam AV, vgl. NARTEN 233-4.","ved. ávadhit ‘hat geschlagen, hat erschlagen’{2}"
8520,*u̯edʰh₁-{1},acrodynamic root present,Anatolian,heth.,false,wizzai,"drängt, schlägt, stößt",3,"3: Umgebildet aus 3s *wezzazzi /wetstsi/ wie ezzai aus ezzazzi ‘ißt’, vgl. MELCHERT, KZ 93(1979) 265-8; man könnte freilich auch Fortsetzung des Wurzelaor. annehmen. Laryngalschwund ohne Vokalisierung wohl lautgesetzlich, vgl. MELCHERT, AHP 67.","[heth. wizzai ‘drängt, schlägt, stößt’{3}"
8521,*u̯edʰh₁-{1},acrodynamic root present,Greek,gr.,false,ἔθων,stoßend (und wühlend),4,"4: Nur 2⋅ Il.; zur Bedeutung vgl. K. Fr. W. SCHMIDT, KZ 45 (1913) 231-5; GARCÍA RAMÓN, FS WATKINS 152, 154; zur Umbildung aus *u̯édʰh₁-n̥t- MELCHERT, l.c. 267-8.",[gr. ἔθων ‘stoßend (und wühlend)’{4}
8522,*u̯edʰh₁-{1},iterative,Greek,gr.,false,ὠθέω,"stoße, dränge",5,"5: Vgl. MELCHERT, l.c. 268. Aav. vādāiia- ‘schlagen’ (nicht †vādăiia-) ist jedoch wohl denom., s. KELLENS, Verbe 15 mit Lit.","gr. ὠθέω ‘stoße, dränge’{5}"
8523,*u̯edʰh₁-{1},iterative,Slavic,aksl.,true,važdǫ,"anklagen, beschuldigen, verleumden",6,"6: Zu *u̯ōdʰ(h₁)-éi̯e- umgebildet; Bedeutung von Präverbien beeinflußt, nach VAILLANT III 429-30 urspr. ‘pousser’ und hierher; wird aber auch zu *h₂u̯edH- ‘tönen, sprechen’ gestellt.","?[aksl. (+) važdǫ, vaditi ‘anklagen, beschuldigen, verleumden’{6}"
8524,*u̯edʰh₁-{1},iterative,Slavic,aksl.,false,vaditi,"anklagen, beschuldigen, verleumden",,,"?[aksl. (+) važdǫ, vaditi ‘anklagen, beschuldigen, verleumden’{6}"
8525,*u̯edʰh₁-{1},reduplicated present,Anatolian,Language,Questionable,Reflex,Meaning,Notes,Notes,"heth. wiwidai ‘drängt, schlägt’{7}"
8526,*u̯edʰh₁-{1},reduplicated present,Anatolian,heth.,false,wiwidai,"drängt, schlägt",7,"7: Vgl. MELCHERT, l.c. 265-7.","heth. wiwidai ‘drängt, schlägt’{7}"
8527,*u̯eg̑-{1},perfect,Italic,lat.,true,uigeō,lebenskräftig sein,2,"2: Aus altem Zustandsperfekt umgebildet oder viell. doch eher neugebildetes ē-Präs. (WATKINS, l.c. 201 = 493)?; mit unklarem i für †e (nach uigil < *u̯egli- ‘Wächter’?), wohl begünstigtdurch Homonymenflucht vor uegēre.","?[lat. uigeō, -ere ‘lebenskräftig sein’{2}"
8528,*u̯eg̑-{1},perfect,Germanic,ahd.,false,wahhēn,wach sein,3,"3: Die R(o) macht Umbildung von urgerm. *wak-ai- aus einem alten Perfekt wahrscheinlich, falls nicht mit WATKINS, l.c. 201 = 493 ein Denom. zum Adj. *wakra- anzunehmen ist.",[ahd. (+) wahhēn ‘wach sein’{3}
8529,*u̯eg̑-{1},éi̯e-causative–iterative,Indic,ved.,false,vājáyati,spornt an,4,"4: Vgl. WATKINS, l.c. 198-200 = 490-2; JAMISON 89.",ved. vājáyati ‘spornt an’{4}
8530,*u̯eg̑-{1},éi̯e-causative–iterative,Italic,lat.,false,uegeō,erregen,5,"5: Nicht auch intr. = uigēre, s. ERNOUT-MEILLET s.v., nach WATKINS, l.c. 198 = 490 < *uogēre mit *uo > ue auch vor Velar.","lat. uegeō, -ēre ‘erregen’{5}"
8531,*u̯eg̑-{1},éi̯e-causative–iterative,Germanic,got.,false,-wakjan,wecken,,,got. (+) -wakjan ‘wecken’
8532,*u̯eg̑-{1},nā-present,Germanic,got.,false,-waknan,erwachen,6,6: Im Ae. starkes Verb mit Präteritum wōc. Germ. Inchoativbildung zu *wak-ai- ‘wach sein’.,got. (+) -waknan ‘erwachen’{6}
8533,*u̯eg̑ʰ-,amphidynamic root-present,Indic,ved.,false,voḷhám,"bringen, fahren",2,"2: Nur noch relikthaft im RV und einem YV-Mantra, doch kann gegen LIV¹ aufgrund der Wurzelbedeutung ‘schweben’ kein ursprünglicher Wurzelaorist vorliegen. Der zugehörige Inj. könnte in der Ritual-Interjektion váṭ erhalten sein, wenn mit DUNKEL, MSS 46 (1985) 56, 7152 als *‘he drives (conveys by vehicle)’ zu erklären.","ved. Akt. Ipv. 2d voḷhám, Med. 3s Opt. uhita, Ptz. úhāna- ‘bringen, fahren’{2}"
8534,*u̯eg̑ʰ-,amphidynamic root-present,Indic,ved.,false,uhita,"bringen, fahren",,,"ved. Akt. Ipv. 2d voḷhám, Med. 3s Opt. uhita, Ptz. úhāna- ‘bringen, fahren’{2}"
8535,*u̯eg̑ʰ-,amphidynamic root-present,Indic,Ptz.,false,úhāna-,"bringen, fahren",,,"ved. Akt. Ipv. 2d voḷhám, Med. 3s Opt. uhita, Ptz. úhāna- ‘bringen, fahren’{2}"
8536,*u̯eg̑ʰ-,full-grade e-present,Indic,ved.,false,váhati,"weht, fließt; fährt",6,"6: In ved. vah- könnte außer *u̯eg̑ʰ- auch *u̯edʰ- ‘führen’ fortgesetzt sein, wofür besonders die Bedeutung ‘eine Frau heimführen, heiraten’ spricht; s. jetzt FRITZ, Koll. Erlangen 111-8.","ved. váhati ‘weht, fließt; fährt’{6}"
8537,*u̯eg̑ʰ-,full-grade e-present,Iranian,jav.,false,vazaiti,"fährt; fließt, treibt",,,"jav. vazaiti ‘fährt; fließt, treibt’"
8538,*u̯eg̑ʰ-,full-grade e-present,Greek,gr.,false,ϝεχέτω,soll bringen,,,gr. pamphyl. ϝεχέτω ‘soll bringen’
8539,*u̯eg̑ʰ-,full-grade e-present,Italic,lat.,false,uehō,fahren,,,"lat. uehō, -ere ‘fahren’"
8540,*u̯eg̑ʰ-,full-grade e-present,Germanic,an.,false,vega,"bewegen, wägen",,,"an. (+) vega ‘bewegen, wägen’"
8541,*u̯eg̑ʰ-,full-grade e-present,Baltic,lit.,false,vežù,fahren,,,"lit. vežù, (vèžti) ‘fahren’"
8542,*u̯eg̑ʰ-,full-grade e-present,Baltic,lit.,false,vèžti,fahren,,,"lit. vežù, (vèžti) ‘fahren’"
8543,*u̯eg̑ʰ-,full-grade e-present,Slavic,aksl.,false,vezǫ,fahren,,,"aksl. (+) vezǫ, (vesti) ‘fahren’"
8544,*u̯eg̑ʰ-,full-grade e-present,Slavic,aksl.,false,vesti,fahren,,,"aksl. (+) vezǫ, (vesti) ‘fahren’"
8545,*u̯eg̑ʰ-,full-grade e-present,Albanian,alb.,false,vjedh,stiehlt,,,alb. vjedh ‘stiehlt’
8546,*u̯eg̑ʰ-,i-reduplicated thematic present,Indic,ved.,false,ū́hati,"schiebt, rückt",7,"7: Urspr. wohl iterativ *‘bewegt ruckweise’, vgl. GOTŌ 297. Mit Assimilation *u̯iu̯° > *u̯uu̯° in der Reduplikation.","[ved. ū́hati ‘schiebt, rückt’{7}"
8547,*u̯eg̑ʰ-,sk̑é-present,Tocharian,nl.,false,/wask-,sich rühren,8,"8: Aus dem sk̑e-Präs. neue Wurzel abstrahiert, vgl. HACKSTEIN 197-200.","[toch.B /wask-/, A wāsk- ‘sich rühren, zucken’{8}"
8548,*u̯eg̑ʰ-,sk̑é-present,Tocharian,toch.A,false,wāsk-,sich zucken,,,"[toch.B /wask-/, A wāsk- ‘sich rühren, zucken’{8}"
8549,*u̯eg̑ʰ-,sigmatic aorist,Indic,ved.,false,ávāṭ,hat/ist gefahren,,,ved. ávāṭ ‘hat/ist gefahren’
8550,*u̯eg̑ʰ-,sigmatic aorist,Iranian,jav.,false,uz-uuažat̰,wird herausholen,3,"3: = ved. vákṣat; mit ž < *j́žʰ < *g̑ʰ-s, s. NARTEN 240 mit Anm. 725; zweifelnd KELLENS, Verbe 3681 wegen Parallelstellung mit Imperfekten und Injunktiven, doch ist ein Konjunktiv in präteritalem Kontext durchaus möglich, vgl. HOFFMANN, Inj. 244.",jav. Konj. uz-uuažat̰ ‘wird herausholen’{3}
8551,*u̯eg̑ʰ-,sigmatic aorist,Greek,gr. kypr.,false,ἔϝεξε,brachte,,,gr. kypr. ἔϝεξε ‘brachte’
8552,*u̯eg̑ʰ-,sigmatic aorist,Italic,lat.,false,uēxī,fuhr,,,lat. uēxī ‘fuhr’
8553,*u̯eg̑ʰ-,sigmatic aorist,Slavic,ksl.,false,otъ-věsta,fuhren ab,4,4: Vgl. KOCH 289.,ksl. otъ-věsta ‘fuhren ab’{4}
8554,*u̯eg̑ʰ-,éi̯e-causative–iterative,Indic,ved. (Br.),false,vāhayati,läßt fahren,9,9: Neubildung wahrscheinlich.,?ved. (Br.) vāhayati ‘läßt fahren’{9}
8555,*u̯eg̑ʰ-,éi̯e-causative–iterative,Greek,gr.,false,ὀχέομαι,fahre,10,"10: Seltener Aktiv ὀχέω, das aber auch die Bedeutung ‘tragen, aushalten’ zeigt und daher mindestens teilweise zu *seg̑ʰ-, s.d., gehören muß, vgl. FRISK II 455-6.",gr. ὀχέομαι ‘fahre’{10}
8556,*u̯eg̑ʰ-,éi̯e-causative–iterative,Germanic,"""-wagjan""","""schütteln","""false""","bewegen""","""None""","""None""","got. (+) -wagjan ‘schütteln, bewegen’"
8557,*u̯eg̑ʰ-,éi̯e-causative–iterative,Slavic,ksl.,false,vožǫ,fahren,,,"ksl. vožǫ, voziti ‘fahren’"
8558,*u̯eg̑ʰ-,éi̯e-causative–iterative,Slavic,ksl.,false,voziti,fahren,,,"ksl. vožǫ, voziti ‘fahren’"
8559,*u̯eg̑ʰ-,perfect,Indic,ved.,false,uvāha,hat/ist gefahren,11,"11: KÜMMEL, Perfekt 484-6.",ved. uvāha ‘hat/ist gefahren’{11}
8560,*u̯eg̑ʰ-,perfect,Iranian,jav.,false,vaoze,hat für sich hergebracht,12,"12: KÜMMEL, Perfekt 663-4.",jav. vaoze ‘hat für sich hergebracht’{12}
8561,*u̯eg̑ʰ-,perfect,Germanic,ahd.,false,wag,"bewegte, wog",,,"an. (+) vá, ahd. wag ‘bewegte, wog’"
8562,*u̯eg̑ʰ-,perfect,Germanic,an.,false,vá,,,,"an. (+) vá, ahd. wag ‘bewegte, wog’"
8563,?*u̯eg-{1},full-grade i̯e-present,Celtic,air.,false,-figther,wird gewebt,,,air. 3s pass. -figther ‘wird gewebt’
8564,?*u̯eg-{1},perfect,Celtic,air.,false,fáig,webte,,,air. fáig ‘webte’
8565,*u̯egʷ-{1},amphidynamic root-present,Tocharian,toch.B,false,ewkäṃ,wird fließen lassen,2,"2: Zum Ansatz der toch. Wurzel *auk- und zur Abgrenzung gegen *auks- ‘wachsen’ vgl. HACKSTEIN 336-48; *auk- wohl urspr. athem. Präs. < *oh₁-ugʷ- mit Präverb und durchgeführter R(z); im Osttoch. umgebildet zu Konj. VII okñäṣ, s. HACKSTEIN 347-8.",[toch.B Konj. ewkäṃ ‘wird fließen lassen’{2}
8566,*u̯egʷ-{1},s-desiderative,Indic,ved.,false,ukṣáti,besprengt,3,"3: ← *‘will feucht machen’? Anders ist die Stammbildung kaum zu erklären. Nach KIEHNLE 141-84 innervedisch aus faktitivem ‘wachsen lassen’ (zu *h₂u̯eks-) umgedeutet; dagegen s. GOTŌ, Materialien 1993, 124.",[ved. ukṣáti ‘besprengt’{3}
8567,*u̯egʷ-{1},fientive,Italic,lat.,false,ūuēscō,feucht werden,4,"4: Mit problematischem ūu̯- (zur Erklärung vgl. PETERS 64-5), vgl. auch ūuidus ‘feucht’, ūuor m. ‘Feuchtigkeit’.","[lat. ūuēscō, -ere ‘feucht werden’{4}"
8568,*u̯egʷ-{1},essive,Italic,lat.,false,*ūueō,feucht,4,"4: Mit problematischem ūu̯- (zur Erklärung vgl. PETERS 64-5), vgl. auch ūuidus ‘feucht’, ūuor m. ‘Feuchtigkeit’.",[lat. *ūueō in ūuēns ‘feucht’{4}
8569,?*u̯eHg̑ʰ-{1},amphidynamic root-present,Iranian,?[aav.,false,"uzəmōhi Y. 46,9 ‘wir erkennen an’",,2,"2: Wenn für *ūzmahi < *ūj́ ʰmási, KÜMMEL, Perfekt 490.","?aav. uzəmōhi Y. 46,9 ‘wir erkennen an’{2}"
8570,?*u̯eHg̑ʰ-{1},amphidynamic root-present,Indic,ved.,false,ápy ūhe,ehre,,,"ved. 1s ápy ūhe ‘ehre’, 3s Stat. ūhā ‘ist/wird anerkannt’{3}"
8571,?*u̯eHg̑ʰ-{1},amphidynamic root-present,Indic,ved.,false,ūhā,ist/wird anerkannt,3,"3: S. KÜMMEL, Perfekt 488-90 mit Lit. Traditionell als Perfekt zu *h₁u̯egʷʰ- ‘feierlich sprechen’ gestellt, doch jedenfalls im Ved. besser davon zu trennen. Die 2d ūhyā́the RV 4,56,6 (nach INSLER, l.c. 182-3 mit Lit. hierher) ist allerdings wohl wie Konj. 3s ūhyā́te RV 1,120,11 zum Intensivum von vah- ‘fahren’ (*u̯eg̑ʰ-) zu stellen, vgl. KÜMMEL, l.c. 490 mit Lit.","ved. 1s ápy ūhe ‘ehre’, 3s Stat. ūhā ‘ist/wird anerkannt’{3}"
8572,*u̯eh₂-{1},acrodynamic root present,Anatolian,heth.,false,wēhzi,sich wenden,,,"heth. wēhzi, wahhuweni ‘sich wenden’{2}"
8573,*u̯eh₂-{1},acrodynamic root present,Anatolian,heth.,false,wahhuweni,sich wenden,,,"heth. wēhzi, wahhuweni ‘sich wenden’{2}"
8574,*u̯eh₂dʰ-{1},amphidynamic root-present,Italic,lat.,false,"uādō, -ere","gehen, schreiten",,,"[lat. uādō, -ere ‘gehen, schreiten’"
8575,*u̯eh₂dʰ-{1},amphidynamic root-present,Germanic,ger.,false,vaða,waten,2,2: Mit analogisch syllabifizierter R(z) *wad- < *u̯ə2dʰ- für †ūd- < †uh₂dʰ-.,[an. (+) vaða ‘waten’{2}
8576,*u̯eh₂dʰ-{1},sigmatic aorist,Italic,lat.,false,-uāsī,"ging, schritt",3,3: Simplex erst bei Tert.; Neubildung möglich.,"lat. -uāsī ‘ging, schritt’{3}"
8577,*u̯eh₂dʰ-{1},perfect,Germanic, an.,true, óð ,watete,4,4: Neubildung wahrscheinlich.,[an. (+) óð ‘watete’{4}
8578,*u̯eh₂g̑-{1},full-grade i̯e-present,Baltic,lit.,false,vóžiu,"stülpen, decken",,,"lit. vóžiu, (vóžti) ‘stülpen, decken’"
8579,*u̯eh₂g̑-{1},full-grade i̯e-present,Baltic,lit.,false,vóžti,,,,"lit. vóžiu, (vóžti) ‘stülpen, decken’"
8580,*u̯eh₂g/g̑-,root aorist,Tocharian,toch.A,false,wākä[t],zerbrach (intr.),2,"2: < *uh₂g/g̑-to, s. HACKSTEIN 132.",toch.A wākä[t] ‘zerbrach (intr.)’{2}
