,web_root,root,abbr,reflex,meaning,notes,A's comments,F translated,G translated
13,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. dor.,σᾱκός,"Hürde, Stall, heiliger Ort",,,"Hurdle, stable, sacred place",
14,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. dor.,σᾱκί̄τᾱς,in der Schäferei aufgezogenes Lamm,,,lamb raised in the sheep farm,
15,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,"σηκίς, -ίδος",Sklavin,,,Slave,
16,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σηκόω,wiege,,,scale,
17,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σήκωμα,"Gewicht; Gegenwert, Belohnung",,,"Weight; Equivalent value, Reward",
18,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. hom.,σῶκος,"kräftig, stark",mit Abtönung \ō\ wohl,,"strong, powerful",wohl with intonation \ō\
19,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. hom.,σωκέω,"bin stark, habe Kraft",mit Abtönung \ō\ wohl,,"I am strong, I have power.",wohl with intonation \ō\
20,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,συχνός,"gedrängt, zahlreich",schwundstufig; \*τυκ-σνος\,,"crowded, numerous",schwundstufig; \*τυκ-σνος\ [UNKNOWN]
0,tu̯akos,tu̯akos,ai.,tvacas-,Haut,in Kompos. wie \hiranya-tvacas-\ 'goldfellig' und in \tvacasya-\ 'in der Haut befindlich',,Skin,in compounds such as \hiranya-tvacas-\ 'gold-furred' and in \tvacasya-\ 'located in the skin'
1,tu̯akos,tu̯akos,ai.,tvák-,"Haut, Fell",f.,,"Skin, fur",f. [UNKNOWN]
2,tu̯akos,tu̯akos,gr.,σάκος,Schild,"aus Häuten, Leder",,Sign,"from skins, leather"
3,tu̯akos,tu̯akos,gr.,φερε-σσάκης,Schildträger,,,Shield bearer,
4,tu̯akos,tu̯akos,hitt.,tu̯ekkas,"Körper, Person, selbst",,,"Body, person, self",
0,tu̯ē̆i-1,1. tu̯ē̆i-,ags.,ðwītan,"schneiden, abschneiden",wäre \d\-Präs.; dazu,,"cut, cut off",wäre \d\-Präs.; dazu
1,tu̯ē̆i-1,1. tu̯ē̆i-,ags.,geðwit,Span,,,Span,
2,tu̯ē̆i-1,1. tu̯ē̆i-,aisl.,þveitr,"Querhieb, Einschnitt",,,"Cross slash, incision",
3,tu̯ē̆i-1,1. tu̯ē̆i-,aisl.,þveita,"hauen, stoßen",,,"hit, push",
4,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,"tvýskinu, -inti",gewaltig anklopfen,infolge des Schallcharakters der lit. Worte fragwürdiger Vergleich,,knocking violently,as a result of the sound character of the lit. words questionable comparison
,,,,,,,,,
6,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,"tvóju, tvóti",Scherzwort für 'tüchtig prügeln',infolge des Schallcharakters der lit. Worte fragwürdiger Vergleich,,Joking term for 'beat up thoroughly',as a result of the sound character of the lit. words questionable comparison
,,,,,,,,,
0,tu̯ī̆bh-,tu̯ī̆bh-,gr.,"σί̄φων, -ωνος","Abzugsröhre, Weinheber, Feuerspritze, Weinschlauch'",m.,,"Drain pipe, wine lifter, fire hose, wine hose",m.
1,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφνεύς,Maulwurf' ('röhrenförmige Gänge wühlend'),,,Mole ('excavating tubular tunnels'),
2,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφνὸς,κενός,Hes.; eig. 'hohl',,empty,Hes.; actually 'hollow'
3,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφλός,"hohl, gebrechlich, lahm'",wohl,,"hollow, frail, lame",probably
4,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφλοῦν,verderben',wohl,,"spoil, ruin",probably
5,tu̯ī̆bh-,tu̯ī̆bh-,lat.,tībia,"Schienbeinknochen; gerade Pfeife, Flöte'","gehört kaum zu __stī̆b(h)-__ 'Stange' (oben S. 1015), das festes \s-\ hat.'",,"Shinbone; straight pipe, flute","hardly belongs to __stī̆b(h)-__ 'pole' (above p. 1015), which has a solid \s-\'."
0,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇa,Köcher,m.,,Quiver,m.
1,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇī́,Köcher,f.,,Quiver,f. [UNKNOWN]
2,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇava,Flöte,m.; \*tūl-n-\,,Flute,m.; *tūl-n- [UNKNOWN]
3,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,aksl.,tulъ,Köcher,,,Quiver,
4,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σωλήν,"Rinne, Röhre, Kanal",,,"Trough, pipe, canal",
,,,,,,,,,
6,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σαυρωτήρ,"ein über das untere Lanzenende gestülptes, röhrenartiges Stück",mit Red.-St. *tu̯əu-: *σαυρος oder *σαυρα `Röhre am unteren Ende der Lanze',,a tube-like piece fitted over the lower end of the lance,with Red.-St. *tu̯əu-: *σαυρος or *σαυρα `tube at the lower end of the lance'
7,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σαυνίον,"τὸ ἀνδρεῖον αἰδοῖον ('*Röhre'); 'Speer, Spieß' (Koine)",mit n-Formans,,"the brave phallus ('*tube'); 'spear, lance' (Koine)",with n-formant
,,,,,,,,,
1,u-1,1. u-,schweiz.,huw(e),Eule,Urgerm. \*uwwōn\,,Owl,Urgerm. \*uwwōn\ [UNKNOWN]
2,u-1,1. u-,schweiz.,hu(e),Eule,Urgerm. \*uwwōn\,,Owl,Urgerm. \*uwwōn\ [UNKNOWN]
3,u-1,1. u-,ahd.,ūwila,Eule,Deminut. \*uwwilōn\,,Owl,Deminutive. \*uwwilōn\
4,u-1,1. u-,mhd.,iuwel,Eule,Deminut. \*uwwilōn\,,Owl,Deminutive. \*uwwilōn\
5,u-1,1. u-,mhd.,iule,Eule,Deminut. \*uwwilōn\,,Owl,Deminutive. \*uwwilōn\
6,u-1,1. u-,nhd.,Eule,Eule,Deminut. \*uwwilōn\,,Owl,Deminutive. \*uwwilōn\
7,u-1,1. u-,ags.,ȳl-twist,Vogelfalle (mit Lockeule),Deminut. \*uwwilōn\,,Bird trap (with decoy),Deminutive. \*uwwilōn\
8,u-1,1. u-,ahd.,Ūl-,MN,neben \*uwwalōn\,,MN,neben *uwwalōn
9,u-1,1. u-,mnd.,ūle,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
,u-1,1. u-,nd.,ūle,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
10,u-1,1. u-,ags.,ūle,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
11,u-1,1. u-,nnl.,uil,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
12,u-1,1. u-,engl.,owl,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
13,u-1,1. u-,aisl.,ugla,Eule,neben \*uwwalōn\,,Owl,neben *uwwalōn
14,u-1,1. u-,nhd.,Uhu,Uhu,md.,,Owl,md. [UNKNOWN]
15,u-1,1. u-,aisl.,ūfr,Uhu,mit \p\-Erweit. germ. \*ūf-\,need to check meaning,Owl,with \p\ extended germ. \*ūf-\
16,u-1,1. u-,ags.,ūf,Uhu,mit \p\-Erweit. germ. \*ūf-\,need to check meaning,Owl,with \p\ extended germ. \*ūf-\
17,u-1,1. u-,abair.,ūvo,Uhu,mit \p\-Erweit. germ. \*ūf-\,need to check meaning,Owl,with \p\ extended germ. \*ūf-\
18,u-1,1. u-,bair.-österr.,auf,Uhu,mit \p\-Erweit. germ. \*ūf-\,need to check meaning,Owl,with \p\ extended germ. \*ūf-\
19,u-1,1. u-,lett.,ũpis,Uhu,,,Owl,
20,u-1,1. u-,lett.,ũpêt,schreien (von Eulen und Tauben),,,screaming (of owls and doves),
21,u-1,1. u-,lit.,ùpas,Echo,,,Echo,
22,u-1,1. u-,aruss.,vyplь,Rohrdommel,,,Little Bittern,
23,u-1,1. u-,ksl.,vypъ,Möwe,,,Seagull,
24,u-1,1. u-,russ.,vyp,Rohrdommel,m.,,Little Bittern,m.
25,u-1,1. u-,russ.,vypь,Rohrdommel,f.,,Little Bittern,f. [UNKNOWN]
26,u-1,1. u-,lett.,ūbuôt,"girren, von Tauben",,,"cooing, of pigeons",
27,u-1,1. u-,lett.,ūbele,Turteltaube,,,Turtle dove,
28,u-1,1. u-,ai.,uhū́-,schreiend,,,screaming,
29,u-1,1. u-,lat.,ulula,Kauz,unter _ul-_,,Owl,unter _ul-_
30,u-1,1. u-,air.,uch,wehe! und 'Seufzer',"k-Erweiterung \uk-\, \euk-\",,woe! and 'sigh',"k-extension \uk-\, \euk-\ [UNKNOWN]"
31,u-1,1. u-,mir.,och,wehe! und 'Seufzer',"k-Erweiterung \uk-\, \euk-\",,woe! and 'sigh',"k-extension \uk-\, \euk-\ [UNKNOWN]"
32,u-1,1. u-,mir.,ach,wehe! und 'Seufzer',"k-Erweiterung \uk-\, \euk-\",,woe! and 'sigh',"k-extension \uk-\, \euk-\ [UNKNOWN]"
33,u-1,1. u-,got.,auhjōn,lärmen,"vielleicht, k-Erweiterung \uk-\, \euk-\",,to make noise,"vielleicht, k-extension \uk-\, \euk-\ [UNKNOWN]"
34,u-1,1. u-,got.,auhjōdus,"Lärm, Getümmel","vielleicht, k-Erweiterung \uk-\, \euk-\",,"Noise, commotion","vielleicht, k-extension \uk-\, \euk-\ [UNKNOWN]"
35,u-1,1. u-,lett.,aũka,Sturmwind,"k-Erweiterung \uk-\, \euk-\",,Stormwind,"k-extension \uk-\, \euk-\ [UNKNOWN]"
36,u-1,1. u-,apr.,aukis,Greif,"k-Erweiterung \uk-\, \euk-\",,Griffin,"k-extension \uk-\, \euk-\ [UNKNOWN]"
37,u-1,1. u-,lit.,apúokas,Nachteule,"k-Erweiterung \uk-\, \euk-\",,Night owl,"k-extension \uk-\, \euk-\ [UNKNOWN]"
38,u-1,1. u-,lett.,ūkšuot,jauchzen,"k-Erweiterung \uk-\, \euk-\",,exult,"k-extension \uk-\, \euk-\ [UNKNOWN]"
39,u-1,1. u-,serb.,"ukati, učati",hu rufen,"k-Erweiterung \uk-\, \euk-\",,calling who,"k-extension \uk-\, \euk-\ [UNKNOWN]"
40,u-1,1. u-,serb.,ȕka,Geschrei,"k-Erweiterung \uk-\, \euk-\",,Shouting/noise,"k-extension \uk-\, \euk-\ [UNKNOWN]"
0,ub-,ub-,ai.,ubjáti,"hält nieder, drückt zusammen",,,"holds down, presses together",
1,ub-,ub-,av.,ubjyāite,wird niedergedrückt (auf der Wage),,,is being pressed down (on the scale),
2,ub-,ub-,preuß.-lit.,ũbyti,zur Eile drängen,,,to urge haste,
0,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἀάω,"schaden, verletzen","Med. 'in Verblendung handeln'; außer ἀᾆται nur Aoristformen ἄασα, -άμην, kontr. ἀ̃σα, ἀάσθην; primäres Verb, Aor. *ἀϝά̆-σαι, themat. Präs. *ἀϝά-εται > ἀᾆται, dazu σκ-Bildung ἀάσκει· φθείρει, βλάπτει Hes.; Verbalnomina ἀϝά̆-τη > ἄτη 'Schaden, Schuld, Verblendung, Buße', davon ἀτηρός 'verblendet'; hom. ἀασί-φρων 'geschädigt am Verstande' (falsch ἀεσί-φρων)",,"harm, injure","med. 'act in delusion'; apart from ἀᾆται only aorist forms ἄασα, -άμην, contr. ἀ̃σα, ἀάσθην; primary verb, aor. *ἀϝά̆-σαι, thematic pres. *ἀϝά-εται > ἀᾆται, along with σκ-formation ἀάσκει· φθείρει, βλάπτει Hes.; verbal noun ἀϝά̆-τη > ἄτη 'harm, guilt, delusion, atonement', from which ἀτηρός 'deluded'; Homeric ἀασί-φρων 'damaged in mind' (wrongly ἀεσί-φρων)"
1,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,οὐτάω,verwunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. οὖτᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes.",,wounded,"with T-prefix: gr. οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd sing. aor. οὖτᾰ) 'wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., äol. ὠτέλλα f. 'wound' from *οϝα-τ-ελι̯ᾱ, cf. γατάλαι (i.e. ϝα-), correctly γατειλαί Hes. 'wounds', βωτάζειν · βάλλειν Hes."
2,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,οὐτάζω,verwunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes.",,wounded,"with t-formation: Greek οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd sg. aor. ουτᾰ) 'to wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., Aeolic ὠτέλλα f. 'wound' from *οϝα-τ-ελι̯ᾱ, cf. γατάλαι (i.e. ϝα-), correctly γατειλαί Hes. 'wounds', βωτάζειν · βάλλειν Hes."
3,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἄουτος,unverwundet,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes.",,unharmed,"with t-formation: Greek οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd sg. aor. ουτᾰ) 'to wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., Aeolic ὠτέλλα f. 'wound' from *οϝα-τ-ελι̯ᾱ, cf. γατάλαι (i.e. ϝα-), correctly γατειλαί Hes. 'wounds', βωτάζειν · βάλλειν Hes."
4,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἀνούτατος,unverwundet,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes.",,unharmed,"with t-formation: Greek οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd sg. aor. ουτᾰ) 'to wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., Aeolic ὠτέλλα f. 'wound' from *οϝα-τ-ελι̯ᾱ, cf. γατάλαι (i.e. ϝα-), correctly γατειλαί Hes. 'wounds', βωτάζειν · βάλλειν Hes."
5,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ὠτειλή,Wunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes.",,Wound,"with t-formation: Greek οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd sg. aor. ουτᾰ) 'to wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., Aeolic ὠτέλλα f. 'wound' from *οϝα-τ-ελι̯ᾱ, cf. γατάλαι (i.e. ϝα-), correctly γατειλαί Hes. 'wounds', βωτάζειν · βάλλειν Hes."
6,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ὠτέλλα,Wunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ε",,Wound,"with t-form: gr. οὐτάω, οὐτάζω (*οὔτα-μι, cf. 3rd Sg. Aor. ουτᾰ) 'wound', ἄουτος, ἀνούτατος 'unwounded'; ὠτειλή f., äol. ὠτέλλα f. 'wound' from *οϝα-τ-ε"
,,,,,,,,,
,,,,,,,,,
7,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lett.,vâts,Wunde,"lett. \vâts\ 'Wunde' = lit. \votìs\ 'offenes Geschwür', Demin. \votẽlis\",,Wound,"lett. \vâts\ 'wound' = lit. \votìs\ 'open sore', Demin. \votẽlis\"
8,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lit.,votìs,offenes Geschwür,"lett. \vâts\ 'Wunde' = lit. \votìs\ 'offenes Geschwür', Demin. \votẽlis\",,open sore,"lett. \vâts\ 'wound' = lit. \votìs\ 'open sore', Demin. \votẽlis\"
9,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lit.,votẽlis,offenes Geschwür,"lett. \vâts\ 'Wunde' = lit. \votìs\ 'offenes Geschwür', Demin. \votẽlis\",,open sore,"lett. \vâts\ 'wound' = lit. \votìs\ 'open sore', Demin. \votẽlis\"
0,u̯ā̆g-2,2. u̯ā̆g-,ai.,vagnu-,"Ton, Ruf",m.,,"Sound, call",m.
1,u̯ā̆g-2,2. u̯ā̆g-,ved.,vagvaná-,lärmend,,,noisy,
2,u̯ā̆g-2,2. u̯ā̆g-,ved.,vagvanú-,Getöse,m.,,Noise,m.
3,u̯ā̆g-2,2. u̯ā̆g-,lat.,"vāgiō, -īre","schreie, wimmere",,,"scream, whimper",
,,,,,,,,,
5,u̯ā̆g-2,2. u̯ā̆g-,lat.,"vāgor, -ōris",Widerhall,"m., das \ā\ dehnstufig, von einem \i\-St. \*u̯āgi-s\ ausgegangen",,Echo,"n., the elongated form of the short ā, derived from an i-grade *u̯āgi-s"
6,u̯ā̆g-2,2. u̯ā̆g-,lit.,vógrauti,"wimmern, schreien",,,"whimpering, screaming",
0,u̯ank̂-,u̯ank̑-,ai.,váṁśya-,Querbalken,,,Crossbar,
1,u̯ank̂-,u̯ank̑-,mir.,fēice,"ridgepole, rooftree, summit",,,"ridgepole, rooftree, summit",
2,u̯ank̂-,u̯ank̑-,ai.,vaṁśá-,Rohr,vgl. ai. \a-vaṁśá-\ 'das Balkenlose',,Tube or Pipe,cf. Sanskrit \a-vaṁśá-\ 'the beamless'
3,u̯ank̂-,u̯ank̑-,ai.,a-vaṁśá-,das Balkenlose,,,the barless,
0,u̯ap-1,1. u̯ap-,ags.,wæflian,"schwatzen, plappern",,,"chattering, babbling",
1,u̯ap-1,1. u̯ap-,isl.,vafla,"schwatzen, plappern",,,"chattering, babbling",
2,u̯ap-1,1. u̯ap-,norw. dial.,vavla,"schwatzen, plappern",,,"chattering, babbling",
3,u̯ap-1,1. u̯ap-,norw. dial.,vabla,"schwatzen, plappern",,,"chattering, babbling",
4,u̯ap-1,1. u̯ap-,bayr.,wabeln,"schwatzen, plappern",,,"chattering, babbling",
5,u̯ap-1,1. u̯ap-,lit.,"vap-ù, -ė́ti","schwatzen, plappern",,,"chattering, babbling",
,,,,,,,,,
0,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",lat.,vastus,"weit, ungeheuer groß, unförmlich",,,"vast, tremendously large, misshapen",
1,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fot,Länge,,,Length,
2,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fut,Länge,Dat.,,Length,Dat. [UNKNOWN]
3,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fotae,lang,,,long,
4,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",nir.,fad,lang,,,long,
5,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",nir.,fada,lang,,,long,
6,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",manx,foddey,lang,,,long,
0,u̯ebh-2,2. u̯ebh-,mhd.,weben,"bewegen, schwingen",,,"move, swing",
1,u̯ebh-2,2. u̯ebh-,mhd.,weberen,sich tummeln,,,to frolic or to amuse oneself,
2,u̯ebh-2,2. u̯ebh-,mhd.,webelen,schwanken,,,to fluctuate/to waver,
3,u̯ebh-2,2. u̯ebh-,nhd.,wibbeln,wibbeln,ostpreußisch,,wiggle,East Prussian
4,u̯ebh-2,2. u̯ebh-,mhd.,waben,in unsteter Bewegung sein,,,to be in constant motion,
5,u̯ebh-2,2. u̯ebh-,mhd.,waberen,in unsteter Bewegung sein,,,to be in constant motion,
6,u̯ebh-2,2. u̯ebh-,mhd.,wabelen,in unsteter Bewegung sein,,,to be in constant motion,
7,u̯ebh-2,2. u̯ebh-,mhd.,wappen,hin und her schwanken,,,to swing back and forth,
8,u̯ebh-2,2. u̯ebh-,nhd.,wabbelig,"wackelnd, z. B. von Gallertigem",(nd.),,"wobbly, e.g. from gelatinous",(nd.) [UNKNOWN]
9,u̯ebh-2,2. u̯ebh-,ags.,wafian,sich bewegen,(besonders mit handum),,to move,(especially with handum)
10,u̯ebh-2,2. u̯ebh-,mengl.,waveren,"wanken, schwanken",,,"waver, fluctuate",
11,u̯ebh-2,2. u̯ebh-,engl.,waver,"wanken, schwanken",,,"waver, fluctuate",
12,u̯ebh-2,2. u̯ebh-,aisl.,vafla,wackeln,,,wobble,
13,u̯ebh-2,2. u̯ebh-,aisl.,vafra,"sich unstet hin und zurück bewegen, wabern",(vafrlog 'Waberlohe'),,"to move constantly back and forth, to ripple",(vafrlog 'Waberlohe') [UNKNOWN]
14,u̯ebh-2,2. u̯ebh-,aisl.,vefjast,"sich unstet hin und zurück bewegen, wabern",,,"to move constantly back and forth, to ripple",
15,u̯ebh-2,2. u̯ebh-,aisl.,vāfa,"schweben, baumeln",,,"float, dangle",
16,u̯ebh-2,2. u̯ebh-,ags.,wǣfre,"unstet, flackernd",,,"erratic, flickering",
17,u̯ebh-2,2. u̯ebh-,lit.,"vebžd-ù, -ė́ti","wimmeln, sich verwirren, durcheinander bewegen",,,"swarming, getting confused, moving around disorderly",
,,,,,,,,,
19,u̯ebh-2,2. u̯ebh-,ahd.,wibil,"Käfer, Kornwurm",m.,,"Beetle, corn worm",m.
20,u̯ebh-2,2. u̯ebh-,as.,wivil,"Käfer, Kornwurm",,,"Beetle, corn worm",
21,u̯ebh-2,2. u̯ebh-,mnd.,wevel,"Käfer, Kornwurm",,,"Beetle, corn worm",
22,u̯ebh-2,2. u̯ebh-,ags.,wifel,Kornwurm,,,Corn worm,
23,u̯ebh-2,2. u̯ebh-,aisl.,*vifill,Käfer,in torðyfill 'Mistkäfer',,Beetle,in torðyfill 'dung beetle'
24,u̯ebh-2,2. u̯ebh-,ags.,wibba,Roßkäfer,,,Rose chafer,
25,u̯ebh-2,2. u̯ebh-,lit.,vãbalas,Käfer,,,Beetle,
26,u̯ebh-2,2. u̯ebh-,lit.,vabuolas,Käfer,,,Beetle,
27,u̯ebh-2,2. u̯ebh-,žem.,vabolė̃,Mistkäfer,,,Dung beetle,
28,u̯ebh-2,2. u̯ebh-,lett.,vabuolis,Käfer,,,Beetle,
29,u̯ebh-2,2. u̯ebh-,lit.,vóbuolas,Käfer,ostlit. dial.,,Beetle,ostlit. dial. [UNKNOWN]
30,u̯ebh-2,2. u̯ebh-,žem.,vam̃bolė,Mistkäfer,,,Dung beetle,
31,u̯ebh-2,2. u̯ebh-,lett.,vambale,Mistkäfer,,,Dung beetle,
32,u̯ebh-2,2. u̯ebh-,lett.,vambuole,Mistkäfer,,,Dung beetle,
0,u̯edh-3,3. u̯edh-,ai.,vĭ-vadhá-,"Schulterjoch zum Tragen von Lasten, Tragholz, Proviant",m.,,"Shoulder yoke for carrying loads, carrying wood, provisions",m.
1,u̯edh-3,3. u̯edh-,ai.,vadhra-,Lederriemen,"m., n.",,Leather strap,"m., n. [UNKNOWN]"
2,u̯edh-3,3. u̯edh-,gr.,ἐθμοί,πολλοί. δεσμοί. πλόκαμοί,Hes.,,Many. Bonds. Knots.,Hes. [UNKNOWN]
3,u̯edh-3,3. u̯edh-,air.,fedan,"Gespann, Geschirr",f.,,"Team, harness",f. [UNKNOWN]
4,u̯edh-3,3. u̯edh-,air.,fedil,Joch,"\coibdil\ 'Genossenschaft', \coibdelach\ 'Blutsverwandter'",,Yoke,"\coibdil\ 'cooperative', \coibdelach\ 'blood relative'"
5,u̯edh-3,3. u̯edh-,air.,air-com-fed-,beschädigen,,,damage,
6,u̯edh-3,3. u̯edh-,mcymr.,ar-gy-wedu,beschädigen,,,damage,
7,u̯edh-3,3. u̯edh-,abret.,ar-co-gued,beschädigen,,,damage,
8,u̯edh-3,3. u̯edh-,cymr.,gwedd,Joch,,,Yoke,
9,u̯edh-3,3. u̯edh-,cymr.,arwest,"Saite, Band",f.,,"String, Band",f. [UNKNOWN]
10,u̯edh-3,3. u̯edh-,got.,gawidan,verbinden,,,connect,
,u̯edh-3,3. u̯edh-,got.,gawiss,Verbindung,,,Connection,
11,u̯edh-3,3. u̯edh-,ahd.,wetan,"binden, ins Joch spannen, verbinden",,,"tie, harness, connect",
12,u̯edh-3,3. u̯edh-,schwed. dial.,ydd,"Ochsenleine, Zügel",tiefstufig; vielleicht; aus \*udhetā\,,"Ox leash, reins",tiefstufig; vielleicht; from \*udhetā\
13,u̯edh-3,3. u̯edh-,hitt.,u̯eda-,bauen,von dem aus Ruten geflochtenen Hause,,to build,from the house woven from rods
14,u̯edh-3,3. u̯edh-,hitt.,u̯ete-,bauen,von dem aus Ruten geflochtenen Hause,,to build,from the house woven from rods
0,u̯əg- : u̯āg-,u̯əg- : u̯āg-,lat.,"vagor, -āri","schweife umher, breite mich aus",,,"I wander around, spread myself out.",
1,u̯əg- : u̯āg-,u̯əg- : u̯āg-,lat.,vagus,umherschweifend,,,wandering about,
2,u̯əg- : u̯āg-,u̯əg- : u̯āg-,air.,fān,"Abhang, Höhlung; schräg, abschlüssig",m.; *u̯āg-no-,,"Slope, hollow; oblique, inclined",m.; *u̯āg-no- [UNKNOWN]
