,web_root,root,abbr,reflex,meaning,notes
7,tū-lo-,tū-lo-,nisl.,þaul-reið,anhaltender ermattender Ritt,
8,tū-lo-,tū-lo-,nisl.,þaul-sætinn,cunctabundus,
9,tū-lo-,tū-lo-,norw.,tūla,schwer arbeiten,
10,tū-lo-,tū-lo-,norw.,tȳla,zögern,
11,tū-lo-,tū-lo-,lett.,tūĺuotiês,ds.,
12,tū-lo-,tū-lo-,lett.,tauńûotiês,"zögern, zaudern, nicht fertig werden, langsam sein",mit anderem Formans vielleicht
0,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",ai.,tvanakti,zieht sich zusammen,unbel.
1,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. att.,σάττω,"ausrüsten, bewaffnen; anfüllen, feststopfen",*tu̯aki̯ō
2,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. ion.,σάσσω,"ausrüsten, bewaffnen; anfüllen, feststopfen","ἔσαξα, ion. ἔσασα; ἐσεσάχατο"
3,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σακτός,vollgestopft,
4,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σάγη,"Rüstung, Geschirr, Sattel, Kleidung",Entgleisung
5,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σάγμα,"Decke, Saumsattel; Kleidung, Überzug","> lat. sagma > ahd. soum, nhd. Saumtier"
6,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σαγήνη,Fischernetz,
7,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σάγουρον,γυργάθιον Poll.,
8,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. Hes.,σαγίς,πήρα,
9,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. theban.,σάκτᾱς,Arzt,
10,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,*σαγάνη,"to bind, close up, pull together",dem lat. sagana 'Zauberin' zugrunde liegende
11,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σηκός,"Hürde, Stall, heiliger Ort",
12,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σηκάζω,"pferche ein, sperre ein",
13,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. dor.,σᾱκός,"Hürde, Stall, heiliger Ort",
14,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. dor.,σᾱκί̄τᾱς,in der Schäferei aufgezogenes Lamm,
15,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,"σηκίς, -ίδος",Sklavin,
16,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σηκόω,wiege,
17,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,σήκωμα,"Gewicht; Gegenwert, Belohnung",
18,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. hom.,σῶκος,"kräftig, stark",
19,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr. hom.,σωκέω,"bin stark, habe Kraft",
20,"tu̯ā̆k-1, tuk-","1. tu̯ā̆k-, tuk-",gr.,συχνός,"gedrängt, zahlreich",*τυκ-σνος
0,tu̯akos,tu̯akos,ai.,tvacas-,Haut,in Kompos. wie hiranya-tvacas- 'goldfellig' und in tvacasya- 'in der Haut befindlich'
1,tu̯akos,tu̯akos,ai.,tvák-,"Haut, Fell",
2,tu̯akos,tu̯akos,gr.,σάκος,Schild,"aus Häuten, Leder"
3,tu̯akos,tu̯akos,gr.,φερε-σσάκης,Schildträger,
4,tu̯akos,tu̯akos,hitt.,tu̯ekkas,"Körper, Person, selbst",
0,tu̯ē̆i-1,1. tu̯ē̆i-,ags.,ðwītan,"schneiden, abschneiden",wäre d-Präs.; dazu
1,tu̯ē̆i-1,1. tu̯ē̆i-,ags.,geðwit,Span,
2,tu̯ē̆i-1,1. tu̯ē̆i-,aisl.,þveitr,"Querhieb, Einschnitt",
3,tu̯ē̆i-1,1. tu̯ē̆i-,aisl.,þveita,"hauen, stoßen",
4,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,tvýskinu,gewaltig anklopfen,infolge des Schallcharakters der lit. Worte fragwürdigerVergleich
5,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,inti,"to hack, hew, cut down, hit sharply",infolge des Schallcharakters der lit. Worte fragwürdigerVergleich
6,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,tvóju,Scherzwort für 'tüchtig prügeln',infolge des Schallcharakters der lit. Worte fragwürdigerVergleich
7,tu̯ē̆i-1,1. tu̯ē̆i-,lit.,tvóti,Scherzwort für 'tüchtig prügeln',infolge des Schallcharakters der lit. Worte fragwürdigerVergleich
0,tu̯ī̆bh-,tu̯ī̆bh-,gr.,"σί̄φων, -ωνος m.","'Abzugsröhre, Weinheber, Feuerspritze, Weinschlauch'",
1,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφνεύς,'Maulwurf' ('röhrenförmige Gänge wühlend'),
2,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφνὸς,'hohl','κενός Hes. (eig. 'hohl')
3,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφλός,"'hohl, gebrechlich, lahm'",
4,tu̯ī̆bh-,tu̯ī̆bh-,gr.,σιφλοῦν,'verderben',
5,tu̯ī̆bh-,tu̯ī̆bh-,lat.,tībia,"'Schienbeinknochen; gerade Pfeife, Flöte'","'gehört kaum zu stī̆b(h)- 'Stange' (oben S. 1015), das festes s- hat.'"
0,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇa,Köcher,m.
1,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇī́,Köcher,f.
2,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,ai.,tūṇava,Flöte,m.
3,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,aksl.,tulъ,Köcher,
4,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σωλήν,"Rinne, Röhre, Kanal",
5,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,*σαυρος oder *σαυρα,Röhre am unteren Ende der Lanze,mit Red.-St. *tu̯əu-
6,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σαυρωτήρ,"ein über das untere Lanzenende gestülptes, röhrenartiges Stück",mit Red.-St. *tu̯əu-
7,tu̯ō[u]- : tu̯əu- : tū-l-,tu̯ō[u]- : tu̯əu- : tū-l-,gr.,σαυνίον,"τὸ ἀνδρεῖον αἰδοῖον ('*Röhre'), in der Koine 'Speer, Spieß'",mit n-Formans
0,u-1,1. u-,Urgerm.,uwwōn,Nachahmung des Eulenrufes,
1,u-1,1. u-,schweiz.,huw(e),Eule,
2,u-1,1. u-,schweiz.,hu(e),Eule,
3,u-1,1. u-,ahd.,ūwila,Eule,Deminut. *uwwilōn
4,u-1,1. u-,mhd.,iuwel,Eule,Deminut. *uwwilōn
5,u-1,1. u-,mhd.,iule,Eule,Deminut. *uwwilōn
6,u-1,1. u-,nhd.,Eule,Eule,Deminut. *uwwilōn
7,u-1,1. u-,ags.,ȳl-twist,Vogelfalle (mit Lockeule),Deminut. *uwwilōn
8,u-1,1. u-,ahd.,Ūl-,Eule,neben *uwwalōn
9,u-1,1. u-,mnd.,ūle,Eule,neben *uwwalōn
10,u-1,1. u-,ags.,ūle,Eule,neben *uwwalōn
11,u-1,1. u-,nnl.,uil,Eule,neben *uwwalōn
12,u-1,1. u-,engl.,owl,Eule,neben *uwwalōn
13,u-1,1. u-,aisl.,ugla,Eule,neben *uwwalōn
14,u-1,1. u-,nhd.,Uhu,"(onomatopoeic: owl's hoot, etc.)",vgl. md.
15,u-1,1. u-,aisl.,ūfr,"(onomatopoeic: owl's hoot, etc.)",mit p-Erweit. germ. *ūf-
16,u-1,1. u-,ags.,ūf,"(onomatopoeic: owl's hoot, etc.)",mit p-Erweit. germ. *ūf-
17,u-1,1. u-,abair.,ūvo,"(onomatopoeic: owl's hoot, etc.)",mit p-Erweit. germ. *ūf-
18,u-1,1. u-,bair.-österr.,auf,"(onomatopoeic: owl's hoot, etc.)",mit p-Erweit. germ. *ūf-
19,u-1,1. u-,lett.,ũpis,Uhu,
20,u-1,1. u-,lett.,ũpêt,schreien (von Eulen und Tauben),
21,u-1,1. u-,lit.,ùpas,Echo,
22,u-1,1. u-,aruss.,vyplь,Rohrdommel,
23,u-1,1. u-,ksl.,vypъ,Möwe,
24,u-1,1. u-,russ.,vyp,Rohrdommel,
25,u-1,1. u-,russ.,vypь,Rohrdommel,
26,u-1,1. u-,lett.,ūbuôt,"girren, von Tauben",etwas anders
27,u-1,1. u-,lett.,ūbele,Turteltaube,etwas anders
28,u-1,1. u-,ai.,uhū́-,schreiend,vgl.
29,u-1,1. u-,lat.,ulula,Kauz,unter _ul-_
30,u-1,1. u-,air.,uch,wehe! und 'Seufzer',"k-Erweiterung uk-, euk-"
31,u-1,1. u-,mir.,och,wehe! und 'Seufzer',"k-Erweiterung uk-, euk-"
32,u-1,1. u-,mir.,ach,wehe! und 'Seufzer',"k-Erweiterung uk-, euk-"
33,u-1,1. u-,got.,auhjōn,lärmen,"vielleicht, k-Erweiterung uk-, euk-"
34,u-1,1. u-,got.,auhjōdus,"Lärm, Getümmel","vielleicht, k-Erweiterung uk-, euk-"
35,u-1,1. u-,lett.,aũka,Sturmwind,"k-Erweiterung uk-, euk-"
36,u-1,1. u-,apr.,aukis,Greif,"k-Erweiterung uk-, euk-"
37,u-1,1. u-,lit.,apúokas,Nachteule,"k-Erweiterung uk-, euk-"
38,u-1,1. u-,lett.,ūkšuot,jauchzen,"k-Erweiterung uk-, euk-"
39,u-1,1. u-,serb.,"ukati, učati",hu rufen,"k-Erweiterung uk-, euk-"
40,u-1,1. u-,serb.,ȕka,Geschrei,"k-Erweiterung uk-, euk-"
0,ub-,ub-,ai.,ubjáti,"hält nieder, drückt zusammen",
1,ub-,ub-,av.,ubjyāite,wird niedergedrückt (auf der Wage),
2,ub-,ub-,preuß.-lit.,ũbyti,zur Eile drängen,
0,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἀάω,"schaden, verletzen","Med. 'in Verblendung handeln'; außer ἀᾆται nur Aoristformen ἄασα, -άμην, kontr. ἀ̃σα, ἀάσθην; primäres Verb, Aor. *ἀϝά̆-σαι, themat. Präs. *ἀϝά-εται > ἀᾆται, dazu σκ-Bildung ἀάσκει· φθείρει, βλάπτει Hes.; Verbalnomina ἀϝά̆-τη > ἄτη 'Schaden, Schuld, Verblendung, Buße', davon ἀτηρός 'verblendet'; hom. ἀασί-φρων 'geschädigt am Verstande' (falsch ἀεσί-φρων)"
1,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,οὐτάω,verwunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
2,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,οὐτάζω,verwunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
3,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἄουτος,unverwundet,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
4,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ἀνούτατος,unverwundet,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
5,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ὠτειλή,Wunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ελι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
6,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",gr.,ὠτέλλα,Wunde,"mit t-Formans: gr. οὐτάω, οὐτάζω (*οὔτα-μι, vgl. 3. Sg. Aor. ου<S-0183c0>τᾰ) 'verwunde', ἄουτος, ἀνούτατος 'unverwundet'; ὠτειλή f., äol. ὠτέλλα f. 'Wunde' aus *οϝα-τ-ε

λι̯ᾱ, vgl. γατάλαι (d. i. ϝα-), recte γατειλαί Hes. 'Wunden', βωτάζειν · βάλλειν Hes."
7,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lett.,vâts,Wunde,"lett. vâts 'Wunde' = lit. votìs 'offenes Geschwür', Demin. votẽlis."
8,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lit.,votìs,offenes Geschwür,"lett. vâts 'Wunde' = lit. votìs 'offenes Geschwür', Demin. votẽlis."
9,"u̯ā-1, u̯ō-, u̯ə-","1. u̯ā-, u̯ō-, u̯ə-",lit.,votẽlis,"to hit, wound","lett. vâts 'Wunde' = lit. votìs 'offenes Geschwür', Demin. votẽlis."
0,u̯ā̆g-2,2. u̯ā̆g-,ai.,vagnu-,"Ton, Ruf",m.
1,u̯ā̆g-2,2. u̯ā̆g-,ai.,vagvaná-,lärmend,ved.
2,u̯ā̆g-2,2. u̯ā̆g-,ai.,vagvanú-,Getöse,"m., ved."
3,u̯ā̆g-2,2. u̯ā̆g-,lat.,vāgiō,"schreie, wimmere",
4,u̯ā̆g-2,2. u̯ā̆g-,lat.,-īre,"schreie, wimmere",
5,u̯ā̆g-2,2. u̯ā̆g-,lat.,"vāgor, -ōris",Widerhall,"m., das ā dehnstufig, von einem i-St. *u̯āgi-s ausgegangen"
6,u̯ā̆g-2,2. u̯ā̆g-,lit.,vógrauti,"wimmern, schreien",
0,u̯ank̂-,u̯ank̑-,ai.,váṁśya,Querbalken,
1,u̯ank̂-,u̯ank̑-,mir.,fēice,"ridgepole, rooftree, summit",
2,u̯ank̂-,u̯ank̑-,ai.,vaṁśá,Rohr,vgl. ai. a-vaṁśá 'das Balkenlose'
3,u̯ank̂-,u̯ank̑-,ai.,a-vaṁśá,das Balkenlose,
0,u̯ap-1,1. u̯ap-,ags.,wæflian,"schwatzen, plappern",
1,u̯ap-1,1. u̯ap-,isl.,vafla,"schwatzen, plappern",
2,u̯ap-1,1. u̯ap-,norw. dial.,vavla,"schwatzen, plappern",
3,u̯ap-1,1. u̯ap-,norw. dial.,vabla,"schwatzen, plappern",
4,u̯ap-1,1. u̯ap-,bayr.,wabeln,"schwatzen, plappern",
5,u̯ap-1,1. u̯ap-,lit.,vapù-,"schwatzen, plappern",
6,u̯ap-1,1. u̯ap-,lit.,-ė́ti,"schwatzen, plappern",
0,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",lat.,vastus,"weit, ungeheuer groß, unförmlich",
1,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fot,Länge,
2,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fut,Länge,Dat.
3,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",air.,fotae,lang,
4,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",nir.,fad,"long, wide",
5,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",nir.,fada,"long, wide",
6,u̯azdh- (besser u̯ozdh-),"u̯azdh-, better u̯ozdh-",manx,foddey,"long, wide",
0,u̯ebh-2,2. u̯ebh-,mhd.,weben,"bewegen, schwingen",
1,u̯ebh-2,2. u̯ebh-,mhd.,weberen,sich tummeln,
2,u̯ebh-2,2. u̯ebh-,mhd.,webelen,schwanken,
3,u̯ebh-2,2. u̯ebh-,nhd.,wibbeln,,ostpreußisch
4,u̯ebh-2,2. u̯ebh-,mhd.,waben,in unsteter Bewegung sein,
5,u̯ebh-2,2. u̯ebh-,mhd.,waberen,in unsteter Bewegung sein,
6,u̯ebh-2,2. u̯ebh-,mhd.,wabelen,in unsteter Bewegung sein,
7,u̯ebh-2,2. u̯ebh-,mhd.,wappen,hin und her schwanken,
8,u̯ebh-2,2. u̯ebh-,nhd.,wabbelig,"wackelnd, z. B. von Gallertigem",(nd.)
9,u̯ebh-2,2. u̯ebh-,ags.,wafian,sich bewegen,(besonders mit handum)
10,u̯ebh-2,2. u̯ebh-,mengl.,waveren,,
11,u̯ebh-2,2. u̯ebh-,engl.,waver,"wanken, schwanken",
12,u̯ebh-2,2. u̯ebh-,aisl.,vafla,wackeln,
13,u̯ebh-2,2. u̯ebh-,aisl.,vafra,"sich unstet hin und zurück bewegen, wabern",(vafrlog 'Waberlohe')
14,u̯ebh-2,2. u̯ebh-,aisl.,vefjast,,ds.
15,u̯ebh-2,2. u̯ebh-,aisl.,vāfa,"schweben, baumeln",
16,u̯ebh-2,2. u̯ebh-,ags.,wǣfre,"unstet, flackernd",
17,u̯ebh-2,2. u̯ebh-,lit.,vebžd-ù,"wimmeln, sich verwirren, durcheinander bewegen",
18,u̯ebh-2,2. u̯ebh-,lit.,-ė́ti,"wimmeln, sich verwirren, durcheinander bewegen",
19,u̯ebh-2,2. u̯ebh-,ahd.,wibil,"Käfer, Kornwurm",m.
20,u̯ebh-2,2. u̯ebh-,as.,wivil,,ds.
21,u̯ebh-2,2. u̯ebh-,mnd.,wevel,,ds.
22,u̯ebh-2,2. u̯ebh-,ags.,wifel,Kornwurm,
23,u̯ebh-2,2. u̯ebh-,aisl.,vifill,,in torðyfill 'Mistkäfer'
24,u̯ebh-2,2. u̯ebh-,ags.,wibba,Roßkäfer,
25,u̯ebh-2,2. u̯ebh-,lit.,vãbalas,Käfer,
26,u̯ebh-2,2. u̯ebh-,lit.,vabuolas,,ds.
27,u̯ebh-2,2. u̯ebh-,žem.,vabolė̃,Mistkäfer,
28,u̯ebh-2,2. u̯ebh-,lett.,vabuolis,Käfer,
29,u̯ebh-2,2. u̯ebh-,lit.,vóbuolas,Käfer,ostlit. dial.
30,u̯ebh-2,2. u̯ebh-,žem.,vam̃bolė,,
31,u̯ebh-2,2. u̯ebh-,lett.,vambale,Mistkäfer,
32,u̯ebh-2,2. u̯ebh-,lett.,vambuole,Mistkäfer,
0,u̯edh-3,3. u̯edh-,ai.,vĭ-vadhá-,"Schulterjoch zum Tragen von Lasten, Tragholz, Proviant",
1,u̯edh-3,3. u̯edh-,ai.,vadhra-,Lederriemen,
2,u̯edh-3,3. u̯edh-,gr.,ἐθμοί · πολλοί. δεσμοί. πλόκαμοί,Hes.,
3,u̯edh-3,3. u̯edh-,air.,fedan,"Gespann, Geschirr",
4,u̯edh-3,3. u̯edh-,air.,fedil,Joch,"coibdil 'Genossenschaft', coibdelach 'Blutsverwandter'"
5,u̯edh-3,3. u̯edh-,air.,air-com-fed-,beschädigen,
6,u̯edh-3,3. u̯edh-,mcymr.,ar-gy-wedu,,"to tie, bind, attach"
7,u̯edh-3,3. u̯edh-,abret.,ar-co-gued-,ds.,
8,u̯edh-3,3. u̯edh-,cymr.,gwedd,Joch,
9,u̯edh-3,3. u̯edh-,cymr.,arwest,"Saite, Band",
10,u̯edh-3,3. u̯edh-,got.,gawidan,verbinden,gawiss 'Verbindung'
11,u̯edh-3,3. u̯edh-,ahd.,wetan,"binden, ins Joch spannen, verbinden",
12,u̯edh-3,3. u̯edh-,schwed. dial.,ydd,"Ochsenleine, Zügel",aus *udhetā
13,u̯edh-3,3. u̯edh-,hitt.,u̯eda-,bauen,von dem aus Ruten geflochtenen Hause
14,u̯edh-3,3. u̯edh-,hitt.,u̯ete-,bauen,von dem aus Ruten geflochtenen Hause
0,u̯əg- : u̯āg-,u̯əg- : u̯āg-,lat.,"vagor, -āri","schweife umher, breite mich aus",
1,u̯əg- : u̯āg-,u̯əg- : u̯āg-,lat.,vagus,umherschweifend,
2,u̯əg- : u̯āg-,u̯əg- : u̯āg-,air.,fān,"Abhang, Höhlung; schräg, abschlüssig",*u̯āg-no
3,u̯əg- : u̯āg-,u̯əg- : u̯āg-,acymr.,guoin,"Niederung, Wiese",*u̯āgnā
4,u̯əg- : u̯āg-,u̯əg- : u̯āg-,cymr.,gwaun,"Niederung, Wiese",*u̯āgnā
5,u̯əg- : u̯āg-,u̯əg- : u̯āg-,corn.,goen,Sumpfland,*u̯āgnā
6,u̯əg- : u̯āg-,u̯əg- : u̯āg-,corn.,goon,Sumpfland,*u̯āgnā
7,u̯əg- : u̯āg-,u̯əg- : u̯āg-,corn.,gon,Sumpfland,*u̯āgnā
8,u̯əg- : u̯āg-,u̯əg- : u̯āg-,bret.,geun,Sumpfland,*u̯āgnā
9,u̯əg- : u̯āg-,u̯əg- : u̯āg-,bret.,yeun,Sumpfland,*u̯āgnā
0,u̯eid-1,1. u̯eid-,ai.,vēdá-,"Büschel starken Grases, besenförmig gebunden, zum Fegen usw.",
1,u̯eid-1,1. u̯eid-,hom.,ἰδνόομαι,"biege mich, krümme mich",von einem *ϝιδ-νό-ς 'gebogen'
2,u̯eid-1,1. u̯eid-,lat.,vīdulus,geflochtener Korb,
3,u̯eid-1,1. u̯eid-,lett.,vīdināt,flechten,
0,u̯eis-2,2. u̯eis-,ai.,vēṣa,"Tracht, Anzug","vgl. vēṣṭayati 'umwindet, umkleidet'"
1,u̯eis-2,2. u̯eis-,ai.,vēṣṭayati,"umwindet, umkleidet","Partiz. vēṣṭitá- 'umhüllt, bekleidet'"
2,u̯eis-2,2. u̯eis-,ai.,vēṣṭitá,"umhüllt, bekleidet","vēṣṭá- m. 'Schlinge, Binde'"
3,u̯eis-2,2. u̯eis-,ai.,vēṣṭá,"Schlinge, Binde",viṣṭā ds.
4,u̯eis-2,2. u̯eis-,ai.,viṣṭā,"to bend, turn",
5,u̯eis-2,2. u̯eis-,arm.,gi,Wacholder,"Gen. gioy 'Wacholder' (nach den biegsamen, zu Flechtarbeiten verwendeten Zweigen:*u̯ī̆so- oder *u̯eiso-, *u̯oiso-)"
6,u̯eis-2,2. u̯eis-,nschwed.,vese,"Büschel, zusammengedrehter Knoten",aisl. *veisi oder *visi
7,u̯eis-2,2. u̯eis-,ndl.,wier,"Alge, Tang","afries. wīr- 'Alge, Tang'"
8,u̯eis-2,2. u̯eis-,afries.,wīr,"Alge, Tang","ags. wīr 'Myrte', wīr-treo 'Myrtenbaum', Tertium comparationis, vermutlich 'immergrün'"
9,u̯eis-2,2. u̯eis-,ags.,wīr,Myrte,wīr-treo 'Myrtenbaum'
10,u̯eis-2,2. u̯eis-,ags.,wīr-treo,Myrtenbaum,"Tertium comparationis, vermutlich 'immergrün'"
11,u̯eis-2,2. u̯eis-,ags.,wār,"Alge, Tang",wāroð ds. als 'Wasserschlingpflanze'
12,u̯eis-2,2. u̯eis-,ags.,wāroð,Wasserschlingpflanze,
13,u̯eis-2,2. u̯eis-,aksl.,vichrъ,Wirbelwind,*u̯ēisura-
14,u̯eis-2,2. u̯eis-,lit.,víesulas,Wirbelwind,
15,u̯eis-2,2. u̯eis-,russ.,vichatь,"erschüttern, bewegen",
16,u̯eis-2,2. u̯eis-,lit.,výstas,Schnürbrust,výstyti 'einwickeln'
17,u̯eis-2,2. u̯eis-,lit.,výstyti,einwickeln,"lett. vīstīt ds., vīsts 'Bündel' usw."
18,u̯eis-2,2. u̯eis-,lett.,vīstīt,einwickeln,vīsts 'Bündel'
19,u̯eis-2,2. u̯eis-,lett.,vīsts,Bündel,
20,u̯eis-2,2. u̯eis-,čech.,vích,"Wisch, Strohwisch; Schankzeichen",*u̯oiso-
21,u̯eis-2,2. u̯eis-,čech.,věcha,"Wisch, Strohwisch; Schankzeichen",*u̯oiso-
22,u̯eis-2,2. u̯eis-,russ.,věcha,"Zweig zum Bezeichnen des Wegs, Absteckpfahl","vichór 'Haarbüschel', slov. vẹ́het 'Büschel (Heu)'"
23,u̯eis-2,2. u̯eis-,russ.,vichór,Haarbüschel,slov. vẹ́het 'Büschel (Heu)'
24,u̯eis-2,2. u̯eis-,slov.,vẹ́het,Büschel (Heu),
25,u̯eis-2,2. u̯eis-,ai.,veṣ-ká,Schlinge zum Erwürgen,
26,u̯eis-2,2. u̯eis-,aisl.,visk,Bündel aus Stroh oder Schilf,schwed. viska 'kleiner Besen'
27,u̯eis-2,2. u̯eis-,schwed.,viska,kleiner Besen,"ahd. wisc 'Wisch, Strohwisch' (davon mhd. nhd. zwischen)"
28,u̯eis-2,2. u̯eis-,ahd.,wisc,"Wisch, Strohwisch",(davon mhd. nhd. zwischen)
29,u̯eis-2,2. u̯eis-,ags.,wiscian,eine Hürde aus Ruten flechten,jünger weoskian (*wiskōn)
30,u̯eis-2,2. u̯eis-,lat.,"viscus, -eris",Eingeweide,"als 'drehende, vibrierende Bewegung' hierher wohl auch lit. viskiù, viskė́ti 'beben'"
31,u̯eis-2,2. u̯eis-,lit.,viskiù,beben,viskė́ti 'beben'
32,u̯eis-2,2. u̯eis-,lit.,viskė́ti,beben,"bei ofries. wisk 'rasche Bewegung, Husch'"
33,u̯eis-2,2. u̯eis-,ofries.,wisk,"rasche Bewegung, Husch","mhd. zwischen 'sich leicht und schnell dahinbewegen', nhd. entwischen kann sekundäre Entw. aus 'flüchtig über etwas wegwischen' vorliegen"
34,u̯eis-2,2. u̯eis-,ndd.,wispeln,sich hin- und herbewegen,"schwed. visp, visper 'unzuverlässiger Mensch'"
35,u̯eis-2,2. u̯eis-,schwed.,visp,unzuverlässiger Mensch,"andererseits in norw. visp m. 'Quaste, Büschel'"
36,u̯eis-2,2. u̯eis-,schwed.,visper,unzuverlässiger Mensch,"andererseits in norw. visp m. 'Quaste, Büschel'"
